anchor,host_name,IP,avg_rtt,min_rtt,max_rtt,location
IN-31,metro.in,180.87.37.33,16.18906995,16.09015846,16.41991304,Chennai
IN-V2-208,metro.in,192.168.0.1,1.273865447,0.871400374,0.238,Chennai
IN-48,hathway.net,203.193.159.125,0.413367469,0.598548407,1.049850596,Dehradun
IN-12,hathway.net,116.119.72.56,3.974225755,3.834935635,4.833230665,Delhi
IN-54,meghalaya.gov.in,192.168.0.1,1.55003096,0.913630604,0.92791354,Shillong
IN-V2-134,airtel.in,192.168.1.1,0.950043487,0.570493817,0.723645527,Bengaluru
IN-V2-164,github.com,192.168.9.254,0.358029629,0.538280551,0.606452555,Thiruvathapuram
IN-31,iisc.ac.in,192.168.0.2,0.538089615,1.357163173,0.549264615,Coimbatore
IN-V2-51,hathway.net,116.119.109.76,5.696799564,5.306174784,6.404493838,Delhi
IN-39,airtel.in,49.44.220.189,8.816355057,8.114847944,8.637744325,Navi Mumbai
IN-41,titan.co.in,172.16.4.152,17.85823226,17.58604025,17.8912967,Mumbai
IN-39,sbi.co.in,192.168.5.100,0.854172148,0.525720924,1.829989379,Puducherry
IN-48,hathway.net,136.232.27.246,36.61507904,37.73081155,37.51794896,Navi Mumbai
IN-47,hathway.net,115.113.247.57,2.129833753,3.026294029,2.278992723,Delhi
IN-31,uidai.gov.in,203.129.254.17,2.964212213,1.124595354,3.100575112,Coimbatore
IN-V2-198,metro.in,192.168.1.1,0.232,0.267271015,0.543194508,Bengaluru
IN-V2-198,iisc.ac.in,192.168.1.1,1.048510233,0.461145899,0.764908721,Bengaluru
IN-39,metro.in,136.232.208.209,8.626456589,8.653171065,8.547551799,Chennai
IN-V2-164,jio.in,14.141.123.226,22.06801862,22.19753659,22.63831575,Chennai
IN-57,hathway.net,182.72.222.125,9.902744031,9.516806344,9.849867013,Bangalore
IN-V2-208,airtel.in,115.110.232.174,38.49243712,39.07220758,38.6008502,Delhi
IN-V2-30,hathway.net,136.232.27.246,26.47569746,26.59379619,27.64237933,Navi Mumbai
IN-V2-249,sbi.co.in,103.77.109.140,17.141159,16.64168311,16.14690201,Mumbai
IN-V2-198,sbi.co.in,182.79.245.225,9.833607895,9.360863389,9.752978145,Chennai
IN-V2-07,meghalaya.gov.in,192.168.29.1,1.116478684,0.257749179,0.238,Kolkata
IN-48,hathway.net,136.232.27.246,36.89046489,37.08378891,37.90195609,Navi Mumbai
IN-39,iisc.ac.in,203.193.135.2,1.866475435,1.21404253,1.1143896,Nagpur
IN-39,paytm.in,192.168.5.100,1.766454964,0.66279289,0.823353522,Puducherry
IN-47,www.irctc.in,192.168.0.1,0.759920238,1.575718941,0.945659442,Lucknow
IN-39,uidai.gov.in,115.112.8.49,7.969318875,7.490648343,7.651362224,Chennai
IN-V2-134,paytm.in,192.168.1.1,1.679222673,0.824837304,3.460094589,Bengaluru
IN-31,iisc.ac.in,116.119.72.22,3.623705141,3.120368449,4.321877213,Delhi
IN-V2-229,meghalaya.gov.in,192.168.7.1,0.428377455,1.101713962,1.03413521,Kolkata
IN-28,github.com,121.241.155.242,27.76682731,28.36325186,27.75965866,Chennai
IN-V2-134,jio.in,150.222.14.33,18.1585785,14.86979594,20.7868433,Singapore
IN-31,airtel.in,116.119.72.22,3.970459969,3.24636684,3.765333587,Delhi
IN-31,iisc.ac.in,192.168.0.2,0.805324282,0.337097323,0.586744503,Coimbatore
IN-28,uidai.gov.in,59.160.150.5,28.97905501,27.99601602,29.11137998,Ahmedabad
IN-41,titan.co.in,136.232.113.217,6.381181752,6.346207577,6.844192967,Sarkhej
IN-41,hathway.net,136.232.27.246,13.10610399,11.71463254,12.21399142,Navi Mumbai
IN-47,hathway.net,115.110.210.38,17.51380491,18.06786803,17.79749096,Delhi
IN-V2-51,hathway.net,192.168.1.1,0.62176052,0.718104351,0.238,Greater Noida
IN-57,hathway.net,192.168.10.1,0.781001963,0.726153538,0.315405484,Kutabandh
IN-28,airtel.in,203.193.158.20,22.11059956,21.42586802,22.13929113,Chennai
IN-2,hathway.net,192.168.29.1,2.004895764,1.344588574,2.870547638,Dumka
IN-V2-229,hathway.net,115.112.10.50,3.332745987,2.821103291,3.759134135,Kolkata
IN-V2-51,hathway.net,125.22.133.21,4.842904752,4.339890455,4.230257728,Faridabad
IN-V2-164,jio.in,3.33.130.190,20.33741068,20.93241385,20.96779806,Seattle
IN-V2-51,171.76.87.191,152.52.174.61,3.72560586,4.041163042,4.368321503,New Delhi
IN-V2-07,meghalaya.gov.in,192.168.105.50,3.842763343,4.093546937,4.447305149,Kolkata
IN-V2-30,hathway.net,182.64.8.1,4.623911358,4.604801409,6.049934691,Delhi
IN-31,uidai.gov.in,192.168.0.2,0.837669803,0.355626826,1.13975897,Coimbatore
IN-47,hathway.net,115.113.247.57,2.769866182,2.696721375,3.076550982,Delhi
IN-31,iisc.ac.in,51.10.44.156,19.48923597,19.05822913,20.08333125,Chennai
IN-V2-198,sbi.co.in,125.18.215.61,5.03464795,4.35943011,5.178223584,Bangalore
IN-48,hathway.net,203.193.159.129,0.786459412,2.02965452,1.535243482,Dehradun
IN-V2-249,airtel.in,10.100.100.100,1.237306119,0.991479212,0.943235416,Bengaluru
IN-28,metro.in,14.141.123.226,29.1333729,28.49023284,28.93020466,Chennai
IN-39,metro.in,103.198.140.170,9.018985544,9.051710163,9.849229637,Singapore
IN-V2-134,paytm.in,192.168.1.1,2.468635831,0.22,3.188081905,Bengaluru
IN-V2-198,iisc.ac.in,104.44.20.52,33.57827967,27.01239592,38.90677643,Mumbai
IN-V2-164,jio.in,103.121.26.101,0.798259658,0.660684674,0.368517007,Thiruvathapuram
IN-39,uidai.gov.in,192.168.5.100,0.494254229,1.635702713,0.742353023,Puducherry
IN-V2-134,jio.in,192.168.1.1,0.834518035,0.375590557,0.419829371,Bengaluru
IN-47,hathway.net,115.113.247.57,2.660230962,2.079633238,2.644053217,Delhi
IN-V2-249,paytm.in,192.168.1.1,1.528517229,1.106391115,1.458023411,Bengaluru
IN-V2-249,metro.in,103.176.234.97,1.887358724,2.900653587,3.201625734,Bangalore
IN-V2-249,github.com,10.100.100.100,0.974397256,0.8052095,1.389521493,Bengaluru
IN-V2-193,hathway.net,10.230.244.1,0.232,0.289910121,0.645649412,New Town
IN-V2-51,hathway.net,192.168.1.1,0.651522004,0.22,0.238,Greater Noida
IN-57,hathway.net,116.119.72.92,10.58529276,9.250592362,11.28434215,Delhi
IN-V2-164,metro.in,180.87.37.33,22.87946266,21.83070706,23.66490608,Chennai
IN-31,github.com,116.119.72.22,3.478354615,3.055293853,3.35042975,Coimbatore
IN-V2-198,uidai.gov.in,192.168.1.1,0.46864553,0.22,0.618086893,Bengaluru
IN-V2-229,hathway.net,192.168.7.1,0.550832505,1.119561932,0.308000668,Kolkata
IN-19,hathway.net,125.16.149.129,7.143149549,6.750002895,7.729912032,Ranchi
IN-31,metro.in,14.141.123.226,16.22163976,15.62769107,16.18688402,Chennai
IN-V2-249,airtel.in,103.176.234.97,2.72222366,1.845552244,3.497301259,Bangalore
IN-28,uidai.gov.in,203.129.222.145,12.75281567,11.49993631,13.71776907,Chennai
IN-V2-249,iisc.ac.in,103.77.108.26,19.59019336,15.2226321,24.76406246,Mumbai
IN-31,sbi.co.in,59.144.62.33,3.225630543,2.226936319,2.936641731,Thiruvathapuram
IN-V2-164,jio.in,150.222.14.43,24.6626891,24.18884501,26.2322629,Singapore
IN-13,hathway.net,116.119.104.88,28.0950805,27.61668024,28.53345969,Delhi
IN-V2-07,hathway.net,192.168.29.1,0.232,0.22,0.622546801,Kolkata
IN-V2-198,uidai.gov.in,59.144.94.26,5.235340625,5.001216855,5.885701327,Bangalore
IN-28,airtel.in,59.160.150.5,26.39914062,25.36148654,28.05917008,Ahmedabad
IN-V2-30,hathway.net,116.119.109.16,5.61664448,5.782004472,5.340765063,Delhi
IN-V2-249,airtel.in,103.176.234.97,3.350851337,1.833263788,4.022786632,Bangalore
IN-62,hathway.net,172.16.16.1,1.05857022,0.356828572,0.669404881,Bhopal
IN-V2-139,google.com,72.14.197.10,22.54840806,21.55697468,23.27000012,Hubballi
IN-39,paytm.in,192.168.5.100,1.262231071,1.145962706,1.322076442,Puducherry
IN-44,www.irctc.in,182.19.109.69,31.73047439,28.61470987,35.43555245,Mumbai
IN-31,metro.in,121.241.155.113,1.526011944,1.099166297,1.206767065,Ahmedabad
IN-V2-208,google.com,142.251.49.232,26.47376727,26.69523563,26.16179777,Mumbai
IN-28,jio.in,3.33.130.190,25.88039205,25.77660697,26.22471473,Seattle
IN-V2-164,startupindia.gov.in,192.168.9.254,0.59472033,0.22,0.238,Thiruvathapuram
IN-57,www.irctc.in,182.72.222.125,5.61302851,5.49952251,5.739870553,Bangalore
IN-V2-134,jio.in,3.33.130.190,11.2669464,10.48685595,12.16783816,Seattle
IN-19,hathway.net,116.119.164.9,26.6772728,20.48500253,33.16926635,Chennai
IN-V2-30,hathway.net,192.168.1.1,0.925287748,0.912436024,0.397455555,Greater Noida
IN-V2-30,hathway.net,49.44.187.164,9.116803417,7.43259504,10.49473694,Chennai
IN-V2-198,paytm.in,10.240.9.208,10.8927064,3.683386064,17.85086853,Bengaluru
IN-31,iisc.ac.in,203.129.254.17,0.284564579,0.682099456,1.130838687,Coimbatore
IN-31,github.com,51.10.44.158,17.69851702,17.61862372,17.30320381,Coimbatore
IN-12,hathway.net,116.119.72.56,4.110886299,4.082887887,4.995694169,Delhi
IN-V2-101,www.irctc.in,182.79.141.56,10.64526867,10.30022224,11.81578092,Mumbai
IN-44,hathway.net,61.246.138.73,21.14715531,19.33359688,23.51584067,Allahabad
IN-V2-249,iisc.ac.in,13.71.49.222,16.86724442,17.20687987,17.28995208,Pune
IN-41,titan.co.in,162.158.226.73,21.95272508,20.04519959,24.4008393,Mumbai
IN-V2-07,hathway.net,172.16.19.1,3.808689328,2.91208347,4.095637392,Kolkata
IN-19,hathway.net,182.79.164.37,14.41274507,14.56186295,15.51562441,Delhi
IN-V2-51,171.76.87.191,192.168.1.1,0.488008363,1.182728218,0.80892733,Greater Noida
IN-V2-198,jio.in,116.119.68.114,4.165532079,3.096270367,5.673614252,Chennai
IN-44,hathway.net,192.168.10.1,0.850597842,0.854822804,0.441327356,Prayagraj
IN-V2-208,google.com,64.233.174.3,5.415617793,1.138191974,9.287994228,Chennai
IN-12,hathway.net,136.232.27.246,35.47793737,35.18156626,35.21660369,Navi Mumbai
IN-19,hathway.net,192.168.0.1,1.464572095,1.369729721,1.805775731,Ranchi
IN-V2-164,jio.in,121.244.53.25,1.914241004,1.25396823,1.391479205,Ernakulam
IN-39,jio.in,192.168.5.100,1.334224165,0.696783485,1.350407895,Puducherry
IN-V2-249,jio.in,10.100.100.100,0.232,1.598695925,1.223485555,Bengaluru
IN-28,uidai.gov.in,192.168.0.1,0.232,1.220290177,0.587435474,Chennai
IN-40,titan.co.in,203.129.213.253,1.643191539,0.614561948,1.439367386,Ghandinagar
IN-V2-198,jio.in,192.168.1.1,0.948409184,0.22,0.596537237,Bengaluru
IN-V2-51,hathway.net,136.232.27.246,33.68345026,33.86753063,34.3460227,Navi Mumbai
IN-28,iisc.ac.in,192.168.0.1,0.734036158,0.633867346,0.238,Chennai
IN-44,hathway.net,116.119.72.48,26.20461796,19.83662708,33.8323344,Delhi
IN-44,hathway.net,192.168.10.1,0.84070371,0.769070653,0.554765795,Prayagraj
IN-47,hathway.net,203.190.147.33,2.007650411,1.891505218,2.287449353,Noida
IN-13,hathway.net,122.186.246.13,32.15741905,25.785511,38.57498763,Sasaram
IN-V2-198,uidai.gov.in,192.168.1.1,0.232,0.224947157,0.238,Bengaluru
IN-2,meghalaya.gov.in,172.26.104.147,10.21927591,10.12551659,11.02143581,Dumka
IN-17,hathway.net,192.168.2.1,1.514003335,1.250323927,1.616950722,Patna
IN-17,hathway.net,203.193.172.1,1.673136005,1.433589455,2.545535501,Patna
IN-V2-139,google.com,142.251.42.78,38.96728558,37.72116594,39.69238259,Chennai
IN-57,hathway.net,182.72.222.125,9.801365757,9.826662178,10.39403905,Bangalore
IN-54,meghalaya.gov.in,192.168.0.1,1.717571906,0.806225278,1.66509221,Shillong
IN-47,www.irctc.in,203.190.147.33,1.463586259,0.743842465,1.43625406,Noida
IN-54,nesac.gov.in,192.168.0.1,1.587429279,0.404365447,1.688502237,Shillong
IN-54,hathway.net,192.168.0.1,1.617969766,1.28219537,1.298221631,Shillong
IN-V2-51,hathway.net,136.232.27.246,33.19165937,33.40703515,33.49650786,Navi Mumbai
IN-48,hathway.net,203.193.159.125,0.850368998,0.270905488,0.935366622,Dehradun
IN-V2-208,metro.in,180.87.37.33,1.128733815,1.872206333,1.563262713,Chennai
IN-V2-164,paytm.in,10.219.29.42,4.140020088,3.96370125,4.57459856,Thiruvathapuram
IN-V2-164,github.com,121.244.53.25,1.286220396,1.704323618,1.145276587,Thiruvathapuram
IN-V2-164,metro.in,14.141.123.226,22.91670125,21.29665973,22.18765814,Chennai
IN-V2-51,hathway.net,49.44.187.164,6.537398984,6.240632872,6.853321759,Chennai
IN-V2-51,hathway.net,192.168.1.1,0.433131666,0.22,0.67382383,Greater Noida
IN-V2-164,paytm.in,192.168.9.254,0.232,0.22,0.238,Thiruvathapuram
IN-V2-134,airtel.in,223.178.56.1,18.92798179,4.572740464,32.06571057,Bangalore
IN-V2-208,google.com,142.251.49.232,26.71091624,27.37176349,27.14614163,Mumbai
IN-V2-134,uidai.gov.in,122.187.95.97,5.000538357,4.691140946,6.135453822,Bangalore
IN-17,www.irctc.in,192.168.2.1,0.868935435,1.429416095,1.332538609,Patna
IN-31,jio.in,121.241.155.113,1.537069753,0.820355702,2.139786938,Ahmedabad
IN-40,hathway.net,203.129.213.253,1.336431937,0.504527865,1.139196092,Ghandinagar
IN-40,titan.co.in,219.65.63.245,15.23453501,5.60843131,26.34901049,Ahmedabad
IN-57,www.irctc.in,192.168.10.1,1.295586203,0.993843955,0.569569493,Kutabandh
IN-41,hathway.net,136.232.27.246,12.41713342,12.91492533,13.1424993,Navi Mumbai
IN-V2-134,jio.in,223.178.56.1,14.75651951,3.257430029,24.87904887,Bangalore
IN-47,hathway.net,192.168.0.1,0.890253475,0.821065116,0.333511117,Lucknow
IN-48,hathway.net,203.193.159.125,0.694509412,0.98383211,0.238,Dehradun
IN-62,titan.co.in,172.16.16.1,0.827680091,0.654642999,0.60721366,Bhopal
IN-12,hathway.net,136.232.27.246,35.48807797,35.10965281,34.15596513,Navi Mumbai
IN-47,www.irctc.in,192.168.0.1,0.496178531,0.733961872,1.603616136,Lucknow
IN-28,uidai.gov.in,59.160.150.5,28.85225119,27.64474248,29.89997756,Ahmedabad
IN-40,titan.co.in,219.65.63.245,15.78111451,6.078560691,26.65327657,Ahmedabad
IN-13,hathway.net,116.119.104.88,28.55970123,28.37110969,29.20052985,Delhi
IN-28,metro.in,203.129.222.145,11.52976287,12.20889873,11.93536977,Chennai
IN-54,hathway.net,192.168.0.1,1.198815394,0.811092994,0.566960097,Shillong
IN-57,hathway.net,182.72.222.125,9.605501895,9.201419056,9.54448359,Bangalore
IN-V2-30,hathway.net,136.232.27.246,26.77512437,25.95469807,27.51538362,Navi Mumbai
IN-V2-164,jio.in,121.244.53.25,1.85064575,1.305965937,1.089339599,Ernakulam
IN-31,sbi.co.in,59.144.62.33,2.246259446,1.962677061,2.686447475,Thiruvathapuram
IN-V2-164,airtel.in,182.72.165.153,21.96993862,21.08084437,20.61662728,Bangalore
IN-2,meghalaya.gov.in,172.16.13.2,10.36740741,10.23065391,10.84078941,Dumka
IN-V2-249,sbi.co.in,103.77.109.140,16.49069316,16.13898255,17.08778995,Mumbai
IN-V2-164,metro.in,14.141.123.226,22.8131222,21.83303681,22.6194979,Chennai
IN-17,www.irctc.in,172.31.231.230,10.37599991,10.62397605,11.38636608,Mumbai
IN-V2-229,meghalaya.gov.in,172.24.27.129,2.665735539,1.988364184,2.488438129,Sonipat
IN-V2-30,hathway.net,192.168.1.1,0.999808846,0.891065617,0.695322933,Greater Noida
IN-V2-139,google.com,116.119.158.147,25.53467239,25.38077463,24.8211188,Hubballi
IN-40,titan.co.in,203.129.213.253,0.608622008,1.306577846,0.351873796,Ghandinagar
IN-28,github.com,121.241.155.242,28.10588177,27.79725426,27.37087494,Chennai
IN-V2-101,www.irctc.in,125.20.136.49,6.991857459,6.445141618,7.577452803,Pune
IN-V2-30,hathway.net,125.20.113.213,6.098808259,4.38355829,6.64165575,Gurgaon
IN-47,hathway.net,192.168.0.1,0.733713297,0.665417599,1.53348534,Lucknow
IN-V2-164,sbi.co.in,192.168.9.254,0.534034901,0.315968744,0.238,Thiruvathapuram
IN-V2-249,metro.in,103.176.234.137,2.793580121,2.877285646,3.166832855,Bangalore
IN-31,jio.in,121.241.155.113,1.161108685,0.961013096,1.548649504,Ahmedabad
IN-V2-30,hathway.net,125.20.113.213,5.466424383,4.580182998,6.751159044,Gurgaon
IN-44,www.irctc.in,182.19.109.69,31.10880133,28.48547212,34.32047805,Mumbai
IN-V2-101,www.irctc.in,192.168.1.1,1.012018349,0.565946334,0.686470478,Pimpri-Chinchwad
IN-V2-134,jio.in,122.187.95.101,9.596094759,8.998973066,11.13254012,Bangalore
IN-31,iisc.ac.in,13.71.49.222,28.96129981,29.18529911,28.63315201,Pune
IN-V2-134,jio.in,150.222.14.33,18.36063592,14.77981587,20.81529698,Singapore
IN-31,sbi.co.in,203.129.254.17,0.644580026,0.708304667,0.767960654,Coimbatore
IN-28,iisc.ac.in,59.160.150.5,26.22071773,26.18775641,26.99293501,Ahmedabad
IN-28,uidai.gov.in,59.160.150.5,28.66695452,27.69765336,29.59334623,Ahmedabad
IN-V2-198,paytm.in,125.18.215.61,4.188053225,2.871873568,4.737489568,Bengaluru
IN-V2-164,sbi.co.in,192.168.9.254,0.406180922,0.22,0.559207975,Thiruvathapuram
IN-V2-164,iisc.ac.in,192.168.9.254,0.742458385,0.22,1.007459957,Thiruvathapuram
IN-V2-249,uidai.gov.in,59.144.94.26,4.574358991,4.893175698,5.278866592,Bangalore
IN-48,hathway.net,192.168.10.1,0.232,0.677241248,0.559549638,Dehradun
IN-V2-249,108.117.11.94,154.206.27.249,4.719940565,3.378885093,5.732163895,Delhi
IN-40,hathway.net,192.168.2.1,0.733351386,0.22,0.401512232,Gandhinagar
IN-39,metro.in,103.198.140.170,9.325578471,9.044320527,9.510111226,Singapore
IN-V2-164,iisc.ac.in,192.168.9.254,0.244084075,0.22,0.297785724,Thiruvathapuram
IN-V2-208,jio.in,3.33.130.190,0.901970435,0.599966892,1.000538209,Seattle
IN-V2-07,hathway.net,172.16.19.1,3.943911266,3.618986648,3.640653238,Kolkata
IN-V2-249,paytm.in,192.168.1.1,1.43873285,1.266882849,0.93261049,Bengaluru
IN-V2-164,metro.in,192.168.9.254,0.232,0.22,0.238,Thiruvathapuram
IN-39,airtel.in,192.168.5.100,1.006475083,1.231674378,1.251763574,Puducherry
IN-28,metro.in,203.193.158.20,23.60851558,23.3095577,24.42951517,Chennai
IN-19,hathway.net,192.168.0.1,0.951020688,0.718728269,1.703308637,Ranchi
IN-V2-134,iisc.ac.in,223.178.56.1,5.623480595,5.179714173,6.352920954,Bangalore
IN-V2-198,iisc.ac.in,104.44.20.52,33.15749066,27.77809877,39.01309394,Mumbai
IN-19,hathway.net,116.119.164.9,26.0096356,20.12869214,32.81882841,Chennai
IN-12,hathway.net,182.79.164.37,36.47131656,34.6433767,37.32634987,Delhi
IN-44,www.irctc.in,61.246.138.73,14.37078488,14.28126273,14.56429995,Allahabad
IN-V2-164,metro.in,14.141.123.226,22.38472584,22.09172147,23.20494754,Chennai
IN-V2-164,github.com,172.25.138.2,22.53573131,22.49727847,22.0176621,Thiruvathapuram
IN-V2-249,jio.in,52.95.67.96,14.95841229,14.77172728,15.75597229,Mumbai City
IN-V2-51,hathway.net,136.232.27.246,32.77158241,33.39857728,34.12554784,Navi Mumbai
IN-V2-164,uidai.gov.in,59.160.204.110,19.63346489,19.66155618,20.08318354,Bangalore
IN-V2-134,metro.in,192.168.1.1,0.513348954,0.41081459,0.87167313,Bengaluru
IN-V2-208,iisc.ac.in,104.44.23.255,15.12903836,15.51058502,15.60101507,Chennai
IN-44,hathway.net,61.246.138.73,21.71409587,19.43324795,23.44425257,Allahabad
IN-V2-134,metro.in,122.187.95.101,6.5580817,5.619227442,6.906906899,Bangalore
IN-39,sbi.co.in,49.44.187.171,9.623984123,8.743232031,9.954275308,Chennai
IN-31,jio.in,14.141.123.226,16.61119199,15.6697739,16.41631894,Chennai
IN-48,hathway.net,14.140.206.25,1.770464318,1.933023802,2.952802583,New Delhi
IN-19,hathway.net,116.119.164.9,26.57434543,19.9575313,32.84239542,Chennai
IN-28,uidai.gov.in,59.160.204.110,35.73509789,34.70027039,35.07080955,Bangalore
IN-28,jio.in,14.141.123.226,25.82565732,25.73682133,25.99389034,Chennai
IN-31,airtel.in,203.129.254.17,1.329885824,0.829312595,0.296894043,Coimbatore
IN-57,hathway.net,192.168.10.1,0.261298562,0.787440038,0.604576286,Kutabandh
IN-2,meghalaya.gov.in,172.16.13.2,9.996560956,9.177566898,10.11671597,Dumka
IN-2,hathway.net,172.26.104.147,9.993089994,8.720606372,11.45258413,Dumka
IN-V2-249,108.117.11.94,103.176.234.97,2.986136574,2.88607058,3.818895095,Bangalore
IN-V2-164,github.com,192.168.9.254,0.688164105,0.279195075,0.238,Thiruvathapuram
IN-39,sbi.co.in,203.193.135.2,1.782809395,1.043889802,1.225759912,Nagpur
IN-31,jio.in,3.33.130.190,16.03354683,16.22057123,17.13251857,Seattle
IN-V2-139,google.com,216.239.48.64,37.39959681,36.95570482,37.08427214,Hubballi
IN-47,hathway.net,115.110.210.38,24.17465748,18.46198089,28.84843488,Delhi
IN-V2-134,startupindia.gov.in,192.168.1.1,0.434461569,1.05234252,0.446912942,Bengaluru
IN-19,www.irctc.in,125.20.143.98,34.06793039,34.54881648,35.09551052,Mumbai
IN-47,hathway.net,115.110.210.38,23.40198506,18.6779166,29.168395,Delhi
IN-V2-198,airtel.in,192.168.1.1,0.578992813,0.384975253,1.282155088,Bengaluru
IN-V2-164,airtel.in,117.241.78.1,2.128673319,2.041444305,2.808320833,Thiruvathapuram
IN-57,hathway.net,192.168.10.1,0.77110054,0.294597927,0.587268149,Kutabandh
IN-48,hathway.net,136.232.27.246,37.25381169,36.69367683,37.08981468,Navi Mumbai
IN-28,airtel.in,203.129.222.145,10.98265764,10.79151132,11.45747077,Chennai
IN-40,hathway.net,136.232.27.246,11.14689573,10.65297975,11.16875732,Navi Mumbai
IN-V2-198,github.com,20.207.73.82,26.95268423,25.56140637,27.07612333,Bengaluru
IN-44,hathway.net,192.168.10.1,0.626671224,0.827666136,1.366797556,Prayagraj
IN-V2-164,iisc.ac.in,192.168.9.254,0.232,0.223660816,0.238,Thiruvathapuram
IN-44,hathway.net,61.246.138.73,21.82708616,19.63185064,23.50568869,Allahabad
IN-39,uidai.gov.in,115.112.8.49,7.594323474,7.57470216,7.574026526,Chennai
IN-48,hathway.net,14.140.206.25,2.247192172,2.504976896,2.780764734,New Delhi
IN-57,www.irctc.in,116.119.72.92,6.402814892,5.471166412,7.420032673,Delhi
IN-V2-134,sbi.co.in,182.79.245.225,9.274350629,8.812277702,9.279854729,Chennai
IN-13,hathway.net,192.168.10.1,1.217609196,0.441619912,0.900837607,Siliguri
IN-12,meghalaya.gov.in,125.18.52.33,4.712977021,5.518828221,4.702924422,Haldia
IN-V2-249,jio.in,52.95.67.75,17.52854366,14.33583308,20.73990741,Mumbai City
IN-V2-101,www.irctc.in,103.243.115.217,3.767036136,3.501669948,4.012509596,Ashti
IN-V2-198,iisc.ac.in,192.168.1.1,0.634988474,0.455778974,0.913070306,Bengaluru
IN-2,hathway.net,136.232.27.246,33.23174702,32.3650218,34.68603871,Navi Mumbai
IN-V2-30,hathway.net,136.232.27.246,26.59473205,26.20020691,27.88242267,Navi Mumbai
IN-28,iisc.ac.in,203.193.158.20,23.35494393,23.06978907,23.66172469,Chennai
IN-V2-30,hathway.net,192.168.1.1,0.658585994,0.22,0.238,Greater Noida
IN-V2-198,airtel.in,125.18.215.57,3.949933368,3.411504578,5.181231173,Bangalore
IN-40,hathway.net,136.232.27.246,10.62838353,11.01892734,10.87304665,Navi Mumbai
IN-12,meghalaya.gov.in,125.18.52.33,5.24216852,4.785001466,4.911427775,Haldia
IN-40,titan.co.in,162.158.226.17,11.77179875,11.66428188,11.58245732,Mumbai
IN-V2-51,171.76.87.191,152.52.174.61,3.883466936,3.284252981,3.676538562,New Delhi
IN-V2-07,meghalaya.gov.in,10.228.8.1,2.132411658,1.817680577,2.959446963,Kolkata
IN-V2-229,hathway.net,115.112.10.50,3.546769212,2.757607154,3.418232945,Kolkata
IN-48,hathway.net,172.31.2.69,38.73450819,38.04237691,37.97453072,Navi Mumbai
IN-V2-208,google.com,142.251.69.103,24.55056663,25.09464874,25.25871344,Mumbai
IN-V2-134,jio.in,223.178.56.1,14.47739886,2.895229925,25.07125418,Bangalore
IN-V2-193,hathway.net,10.230.244.1,0.232,0.431017803,1.01575564,New Town
IN-31,sbi.co.in,116.119.72.22,3.180359143,2.757406728,3.512231511,Delhi
IN-28,uidai.gov.in,192.168.0.1,0.232,0.530626534,0.64588213,Chennai
IN-V2-07,hathway.net,192.168.37.21,3.903389873,3.727189348,4.431823727,Kolkata
IN-13,meghalaya.gov.in,192.168.10.1,1.128270497,1.058547941,0.514307234,Siliguri
IN-2,hathway.net,192.168.85.52,9.991705319,9.154043791,10.84538786,Dumka
IN-28,uidai.gov.in,203.129.222.145,12.42438156,11.80878382,13.67958376,Chennai
IN-V2-198,metro.in,125.18.215.61,4.69562195,2.761254252,5.433541946,Bangalore
IN-V2-249,paytm.in,103.176.234.137,3.368275304,2.828660044,2.792588361,Bengaluru
IN-V2-249,jio.in,52.95.67.75,17.77749875,14.03280355,20.6703343,Mumbai City
IN-V2-249,uidai.gov.in,59.144.94.26,4.938212982,5.591200314,5.582028172,Bangalore
IN-12,hathway.net,125.18.52.33,3.737977672,4.089072942,4.206936094,Haldia
IN-31,metro.in,192.168.0.2,1.074552311,0.54857392,1.604679225,Coimbatore
IN-62,hathway.net,172.16.16.1,0.410048333,0.348751949,1.02378861,Bhopal
IN-V2-198,iisc.ac.in,125.18.215.57,4.825608239,2.59560418,4.831652224,Bangalore
IN-2,meghalaya.gov.in,172.26.104.52,9.47283563,8.480565244,9.006946495,Jharkand
IN-57,www.irctc.in,116.119.72.92,6.212346788,5.845766476,6.572388985,Delhi
IN-28,paytm.in,192.168.0.1,0.232,0.80307573,0.462588687,Chennai
IN-V2-07,meghalaya.gov.in,172.16.19.5,4.624478327,4.572848172,4.857744817,Kolkata
IN-39,airtel.in,136.232.208.209,9.128915813,8.963785058,9.490773461,Chennai
IN-44,hathway.net,116.119.72.48,26.84596968,19.89267695,34.52032333,Delhi
IN-V2-51,hathway.net,116.119.109.76,6.249932112,5.710565724,7.550358604,Delhi
IN-41,titan.co.in,136.232.113.217,6.690361926,6.249793877,6.474287256,Sarkhej
IN-48,hathway.net,192.168.10.1,0.232,0.22,0.634361223,Dehradun
IN-V2-164,paytm.in,10.219.29.42,3.822607476,3.810109138,4.235550217,Thiruvathapuram
IN-48,hathway.net,192.168.10.1,0.232,0.49538171,0.238,Dehradun
IN-V2-249,108.117.11.94,115.117.125.241,3.739497075,2.003933376,5.336504246,Bangalore
IN-39,iisc.ac.in,49.44.220.185,8.911956808,8.474244326,9.249102813,Navi Mumbai
IN-47,www.irctc.in,203.190.147.33,1.913932409,1.026154121,1.658597876,Noida
IN-44,hathway.net,192.168.10.1,0.918789789,0.782954797,0.593840963,Prayagraj
